user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
STP672.12605_R.bin.48.fa	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.8%)
STP672.12605_R.bin.49.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;s__	N/A	N/A	N/A	N/A	N/A	GCA_018223415.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;s__Copromonas sp900541255	78.5	0.33	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_014385265.1, s__Copromonas sp000435795, 95.0, 78.02, 0.27; GCA_018713185.1, s__Copromonas avistercoris, 95.0, 77.98, 0.31; GCA_905215775.1, s__Copromonas sp905215775, 95.0, 77.96, 0.29; GCA_017380975.1, s__Copromonas sp017380975, 95.0, 77.81, 0.12; GCA_018712915.1, s__Copromonas faecavium, 95.0, 77.77, 0.23; GCF_003435375.1, s__Copromonas sp900066535, 95.0, 77.76, 0.17; GCA_910586315.1, s__Copromonas sp910586315, 95.0, 77.71, 0.2; GCA_910585355.1, s__Copromonas sp910585355, 95.0, 77.7, 0.21; GCA_017556515.1, s__Copromonas sp017556515, 95.0, 77.7, 0.12; GCA_017482945.1, s__Copromonas sp017482945, 95.0, 77.58, 0.14; GCF_003480435.1, s__Copromonas sp900066055, 95.0, 77.55, 0.18; GCA_910575275.1, s__Copromonas sp910575275, 95.0, 77.47, 0.19; GCA_009917545.1, s__Copromonas sp009917545, 95.0, 77.47, 0.16; GCF_003478035.1, s__Copromonas sp900066785, 95.0, 77.44, 0.17; GCA_900556965.1, s__Copromonas sp900556965, 95.0, 77.27, 0.19; GCA_017435025.1, s__Copromonas sp017435025, 95.0, 76.88, 0.12; GCA_015057755.1, s__Copromonas sp015057755, 95.0, 76.78, 0.1	83.44	11	0.9241161946685651	N/A
STP672.12605_R.bin.5.fa	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.7%)
STP672.12605_R.bin.50.fa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Amedibacillus;s__	N/A	N/A	N/A	N/A	N/A	GCF_000154285.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Amedibacillus;s__Amedibacillus dolichus	78.31	0.2	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Amedibacillus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	89.26	11	0.9442898621660532	N/A
STP672.12605_R.bin.51.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	92.81	11	0.9329371363989681	N/A
STP672.12605_R.bin.52.fa	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
STP672.12605_R.bin.53.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	N/A	N/A	N/A	N/A	N/A	GCA_000702025.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A schinkii_A	82.94	0.59	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_018919065.1, s__Blautia_A sp018919065, 95.0, 78.88, 0.08; GCF_009707925.1, s__Blautia_A luti, 95.0, 78.45, 0.12; GCA_900551075.1, s__Blautia_A sp900551075, 95.0, 78.12, 0.19; GCF_003471165.1, s__Blautia_A sp003471165, 95.0, 78.04, 0.12; GCF_013300825.1, s__Blautia_A wexlerae_B, 95.0, 78.02, 0.11; GCA_019116385.1, s__Blautia_A faecigallinarum, 95.0, 77.97, 0.19; GCF_003477525.1, s__Blautia_A sp003477525, 95.0, 77.93, 0.13; GCA_900549015.1, s__Blautia_A sp900549015, 95.0, 77.93, 0.19; GCA_900541345.1, s__Blautia_A sp900541345, 95.0, 77.88, 0.17; GCF_003461245.1, s__Blautia_A sp000436615, 95.0, 77.86, 0.1; GCA_900541985.1, s__Blautia_A sp900541985, 95.0, 77.84, 0.15; GCA_019119235.1, s__Blautia_A excrementigallinarum, 95.0, 77.81, 0.2; GCA_905206915.1, s__Blautia_A sp905206915, 95.0, 77.81, 0.17; GCF_009883055.1, s__Blautia_A sp900548245, 95.0, 77.75, 0.1; GCA_019118425.1, s__Blautia_A faecavium, 95.0, 77.75, 0.14; GCF_013302405.1, s__Blautia_A caecimuris, 95.0, 77.72, 0.14; GCF_013304385.1, s__Blautia_A sp900066505, 95.0, 77.72, 0.1; GCA_000285855.2, s__Blautia_A sp000285855, 95.0, 77.72, 0.13; GCF_003460605.1, s__Blautia_A sp900066145, 95.0, 77.68, 0.15; GCF_000153905.1, s__Blautia_A obeum, 95.0, 77.68, 0.09; GCA_900316115.1, s__Blautia_A sp900316115, 95.0, 77.65, 0.17; GCF_018918125.1, s__Blautia_A sp018918125, 95.0, 77.64, 0.09; GCF_003474435.1, s__Blautia_A sp003474435, 95.0, 77.64, 0.12; GCF_000484655.1, s__Blautia_A wexlerae, 95.0, 77.64, 0.12; GCF_013304735.1, s__Blautia_A sp900066205, 95.0, 77.64, 0.13; GCF_001487165.1, s__Blautia_A massiliensis, 95.0, 77.64, 0.12; GCA_019113745.1, s__Blautia_A intestinavium, 95.0, 77.61, 0.16; GCA_900751995.1, s__Blautia_A sp900751995, 95.0, 77.6, 0.14; GCA_019115125.1, s__Blautia_A faecipullorum, 95.0, 77.58, 0.16; GCF_003461955.1, s__Blautia_A sp900066335, 95.0, 77.57, 0.12; GCF_900120195.1, s__Blautia_A sp900120195, 95.0, 77.55, 0.11; GCA_900540785.1, s__Blautia_A sp900540785, 95.0, 77.54, 0.17; GCF_000210015.1, s__Blautia_A obeum_B, 95.0, 77.51, 0.1; GCA_900066355.1, s__Blautia_A sp900066355, 95.0, 77.48, 0.1; GCA_900547615.1, s__Blautia_A sp900547615, 95.0, 77.45, 0.18; GCF_000157975.1, s__Blautia_A hydrogenotrophica, 95.0, 77.44, 0.06; GCA_900763175.1, s__Blautia_A sp900763175, 95.0, 77.36, 0.15; GCA_019120475.1, s__Blautia_A intestinipullorum, 95.0, 77.34, 0.14; GCF_002159835.1, s__Blautia_A avistercoris, 95.0, 77.33, 0.1; GCF_016908695.1, s__Blautia_A faecis, 95.0, 77.32, 0.13; GCF_013304825.1, s__Blautia_A schinkii, 95.0, 77.31, 0.13; GCA_900551465.1, s__Blautia_A sp900551465, 95.0, 77.27, 0.14; GCA_018064695.1, s__Blautia_A sp018064695, 95.0, 77.25, 0.11; GCA_900764225.1, s__Blautia_A sp900764225, 95.0, 77.23, 0.14; GCA_905209435.1, s__Blautia_A sp905209435, 95.0, 77.2, 0.09; GCA_019118645.1, s__Blautia_A excrementipullorum, 95.0, 77.2, 0.12; GCA_900553515.1, s__Blautia_A sp900553515, 95.0, 77.17, 0.13; GCA_900551715.1, s__Blautia_A sp900551715, 95.0, 77.05, 0.12; GCA_902803215.1, s__Blautia_A sp902803215, 95.0, 76.92, 0.04; GCA_900542045.1, s__Blautia_A gallistercoris, 95.0, 76.88, 0.1; GCA_019112635.1, s__Blautia_A intestinigallinarum, 95.0, 76.87, 0.1; GCA_017463155.1, s__Blautia_A sp017463155, 95.0, 76.8, 0.09; GCA_017420455.1, s__Blautia_A sp017420455, 95.0, 76.45, 0.06; GCA_017459635.1, s__Blautia_A sp017459635, 95.0, 76.36, 0.05; GCA_017475035.1, s__Blautia_A sp017475035, 95.0, 76.25, 0.03; GCA_902782975.1, s__Blautia_A sp902782975, 95.0, 76.18, 0.04; GCA_017515325.1, s__Blautia_A sp017515325, 95.0, 76.16, 0.04; GCA_902783305.1, s__Blautia_A sp902783305, 95.0, 76.04, 0.05; GCA_017515945.1, s__Blautia_A sp017515945, 95.0, 75.68, 0.05	74.32	11	0.980807986912739	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
STP672.12605_R.bin.54.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	N/A	N/A	N/A	N/A	N/A	GCA_019114005.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor stercoripullorum	76.46	0.12	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017467845.1, s__Acetatifactor sp017467845, 95.0, 77.52, 0.02; GCA_904501885.1, s__Acetatifactor sp904501885, 95.0, 77.25, 0.01; GCA_017624175.1, s__Acetatifactor sp017624175, 95.0, 77.12, 0.11; GCA_910578995.1, s__Acetatifactor sp910578995, 95.0, 77.08, 0.11; GCA_910585615.1, s__Acetatifactor sp910585615, 95.0, 77.05, 0.16; GCA_910583845.1, s__Acetatifactor sp910583845, 95.0, 77.0, 0.11; GCA_910585425.1, s__Acetatifactor sp910585425, 95.0, 76.99, 0.19; GCA_910576125.1, s__Acetatifactor sp910576125, 95.0, 76.96, 0.17; GCA_017520425.1, s__Acetatifactor sp017520425, 95.0, 76.95, 0.03; GCA_910579755.1, s__Acetatifactor sp910579755, 95.0, 76.89, 0.13; GCA_017522685.1, s__Acetatifactor sp017522685, 95.0, 76.85, 0.03; GCA_900554205.1, s__Acetatifactor sp900554205, 95.0, 76.82, 0.07; GCA_014804645.1, s__Acetatifactor sp014804645, 95.0, 76.8, 0.12; GCA_910587755.1, s__Acetatifactor sp910587755, 95.0, 76.73, 0.08; GCA_910587555.1, s__Acetatifactor sp910587555, 95.0, 76.7, 0.09; GCA_910586835.1, s__Acetatifactor sp910586835, 95.0, 76.69, 0.11; GCA_017624835.1, s__Acetatifactor sp017624835, 95.0, 76.67, 0.04; GCA_910585805.1, s__Acetatifactor sp910585805, 95.0, 76.64, 0.1; GCA_910585015.1, s__Acetatifactor sp910585015, 95.0, 76.59, 0.13; GCA_910586775.1, s__Acetatifactor sp910586775, 95.0, 76.58, 0.08; GCA_017513625.1, s__Acetatifactor sp017513625, 95.0, 76.55, 0.02; GCA_910584375.1, s__Acetatifactor sp910584375, 95.0, 76.55, 0.15; GCA_910586215.1, s__Acetatifactor sp910586215, 95.0, 76.53, 0.13; GCA_910589035.1, s__Acetatifactor sp910589035, 95.0, 76.5, 0.13; GCA_011959105.1, s__Acetatifactor sp011959105, 95.0, 76.49, 0.12; GCA_017527205.1, s__Acetatifactor sp017527205, 95.0, 76.48, 0.04; GCA_017480445.1, s__Acetatifactor sp017480445, 95.0, 76.47, 0.07; GCA_910577665.1, s__Acetatifactor sp910577665, 95.0, 76.47, 0.09; GCA_910584235.1, s__Acetatifactor sp910584235, 95.0, 76.42, 0.14; GCA_910578815.1, s__Acetatifactor sp910578815, 95.0, 76.4, 0.09; GCA_910585665.1, s__Acetatifactor sp910585665, 95.0, 76.39, 0.16; GCA_900760705.1, s__Acetatifactor sp900760705, 95.0, 76.39, 0.07; GCA_015056795.1, s__Acetatifactor sp015056795, 95.0, 76.38, 0.03; GCA_017473665.1, s__Acetatifactor sp017473665, 95.0, 76.37, 0.02; GCA_910577235.1, s__Acetatifactor sp910577235, 95.0, 76.35, 0.11; GCA_003612485.1, s__Acetatifactor sp003612485, 95.0, 76.31, 0.14; GCA_018385425.1, s__Acetatifactor sp018385425, 95.0, 76.3, 0.06; GCA_015056915.1, s__Acetatifactor sp015056915, 95.0, 76.3, 0.04; GCA_017400965.1, s__Acetatifactor sp017400965, 95.0, 76.24, 0.03; GCA_910578185.1, s__Acetatifactor sp910578185, 95.0, 76.23, 0.05; GCA_009177215.1, s__Acetatifactor sp009177215, 95.0, 76.23, 0.07; GCA_017473445.1, s__Acetatifactor sp017473445, 95.0, 76.21, 0.03; GCA_002431915.1, s__Acetatifactor sp002431915, 95.0, 76.21, 0.07; GCA_910578215.1, s__Acetatifactor sp910578215, 95.0, 76.2, 0.13; GCA_017621075.1, s__Acetatifactor sp017621075, 95.0, 76.19, 0.12; GCA_015056975.1, s__Acetatifactor sp015056975, 95.0, 76.19, 0.05; GCA_910586485.1, s__Acetatifactor sp910586485, 95.0, 76.18, 0.1; GCA_910584865.1, s__Acetatifactor sp910584865, 95.0, 76.18, 0.08; GCA_015057005.1, s__Acetatifactor sp015057005, 95.0, 76.16, 0.05; GCA_017521605.1, s__Acetatifactor sp017521605, 95.0, 76.16, 0.02; GCA_910577035.1, s__Acetatifactor sp910577035, 95.0, 76.14, 0.11; GCA_900772845.1, s__Acetatifactor sp900772845, 95.0, 76.11, 0.06; GCA_900320485.1, s__Acetatifactor sp900320485, 95.0, 76.11, 0.06; GCA_900766575.1, s__Acetatifactor sp900766575, 95.0, 76.11, 0.05; GCA_017397645.1, s__Acetatifactor sp017397645, 95.0, 76.11, 0.01; GCA_003584705.1, s__Acetatifactor sp900066565, 95.0, 76.05, 0.11; GCA_002490995.1, s__Acetatifactor sp002490995, 95.0, 76.05, 0.09; GCA_003447295.1, s__Acetatifactor sp003447295, 95.0, 76.04, 0.06; GCA_902796105.1, s__Acetatifactor sp902796105, 95.0, 76.04, 0.05; GCF_900248245.1, s__Acetatifactor muris, 95.0, 76.04, 0.08; GCA_017478245.1, s__Acetatifactor sp017478245, 95.0, 76.03, 0.05; GCA_017559435.1, s__Acetatifactor sp017559435, 95.0, 76.01, 0.04; GCA_017620975.1, s__Acetatifactor sp017620975, 95.0, 76.0, 0.04; GCA_910586435.1, s__Acetatifactor sp910586435, 95.0, 75.92, 0.05; GCA_910577185.1, s__Acetatifactor sp910577185, 95.0, 75.92, 0.1; GCA_016303085.1, s__Acetatifactor sp016303085, 95.0, 75.92, 0.06; GCA_902766425.1, s__Acetatifactor sp902766425, 95.0, 75.91, 0.05; GCA_017465845.1, s__Acetatifactor sp017465845, 95.0, 75.86, 0.06; GCA_017552985.1, s__Acetatifactor sp017552985, 95.0, 75.85, 0.05; GCA_910588225.1, s__Acetatifactor sp910588225, 95.0, 75.83, 0.08; GCA_900771995.1, s__Acetatifactor sp900771995, 95.0, 75.82, 0.11; GCA_017461775.1, s__Acetatifactor sp017461775, 95.0, 75.81, 0.02; GCA_910586515.1, s__Acetatifactor sp910586515, 95.0, 75.81, 0.1; GCA_910589655.1, s__Acetatifactor sp910589655, 95.0, 75.79, 0.06; GCA_017476665.1, s__Acetatifactor sp017476665, 95.0, 75.77, 0.08; GCA_910580225.1, s__Acetatifactor sp910580225, 95.0, 75.72, 0.07; GCA_016293615.1, s__Acetatifactor sp016293615, 95.0, 75.71, 0.06; GCA_016290775.1, s__Acetatifactor sp016290775, 95.0, 75.64, 0.05; GCA_910584435.1, s__Acetatifactor sp910584435, 95.0, 75.63, 0.06; GCF_009695995.1, s__Acetatifactor intestinalis, 95.0, 75.59, 0.07; GCA_015056885.1, s__Acetatifactor sp015056885, 95.0, 75.56, 0.04; GCA_900755865.1, s__Acetatifactor sp900755865, 95.0, 75.21, 0.03; GCA_002368865.1, s__Acetatifactor sp002368865, 95.0, 75.15, 0.06; GCA_002314715.1, s__Acetatifactor sp002314715, 95.0, 75.09, 0.01	42.65	11	0.945902026995074	N/A
STP672.12605_R.bin.55.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola_A;s__	ANI	classification based on placement in class-level tree	GCF_900291465.1, s__Phocaeicola_A sp900291465, 95.0, 77.41, 0.03; GCF_016900015.1, s__Phocaeicola_A sp003489705, 95.0, 77.08, 0.02; GCA_017451645.1, s__Phocaeicola_A sp017451645, 95.0, 77.02, 0.02; GCA_017472905.1, s__Phocaeicola_A sp017472905, 95.0, 76.79, 0.02; GCA_017472635.1, s__Phocaeicola_A sp017472635, 95.0, 76.73, 0.03; GCA_017517605.1, s__Phocaeicola_A sp017517605, 95.0, 76.7, 0.04; GCA_017464815.1, s__Phocaeicola_A sp017464815, 95.0, 76.67, 0.02; GCA_900765575.1, s__Phocaeicola_A sp900765575, 95.0, 76.58, 0.04; GCA_017560945.1, s__Phocaeicola_A sp017560945, 95.0, 76.4, 0.04; GCA_017416805.1, s__Phocaeicola_A sp017416805, 95.0, 76.39, 0.03; GCA_017521285.1, s__Phocaeicola_A sp017521285, 95.0, 75.82, 0.03; GCA_017516265.1, s__Phocaeicola_A sp017516265, 95.0, 74.57, 0.03	14.77	11	0.9315484411168448	N/A
STP672.12605_R.bin.56.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__	ANI	classification based on placement in class-level tree	GCA_019119355.1, s__Eisenbergiella merdigallinarum, 95.0, 77.46, 0.05; GCF_009696275.1, s__Eisenbergiella porci, 95.0, 77.01, 0.1; GCA_900550285.1, s__Eisenbergiella sp900550285, 95.0, 76.81, 0.08; GCA_003343625.1, s__Eisenbergiella pullicola, 95.0, 76.7, 0.03; GCA_019118445.1, s__Eisenbergiella merdipullorum, 95.0, 76.62, 0.05; GCA_900555195.1, s__Eisenbergiella sp900555195, 95.0, 76.47, 0.01; GCF_001881565.1, s__Eisenbergiella tayi, 95.0, 76.47, 0.07; GCF_003478085.1, s__Eisenbergiella sp003478085, 95.0, 76.36, 0.1; GCA_910585455.1, s__Eisenbergiella sp910585455, 95.0, 76.18, 0.15; GCA_003481005.1, s__Eisenbergiella sp900066775, 95.0, 76.17, 0.08; GCA_002361095.1, s__Eisenbergiella sp002361095, 95.0, 76.03, 0.07; GCA_019115665.1, s__Eisenbergiella pullistercoris, 95.0, 75.93, 0.08; GCA_900548905.1, s__Eisenbergiella sp900548905, 95.0, 75.9, 0.1; GCA_017482485.1, s__Eisenbergiella sp017482485, 95.0, 75.88, 0.09; GCA_900544445.1, s__Eisenbergiella intestinigallinarum, 95.0, 75.82, 0.06; GCA_904392525.1, s__Eisenbergiella sp904392525, 95.0, 75.71, 0.06; GCA_019113175.1, s__Eisenbergiella stercoravium, 95.0, 75.66, 0.08; GCA_019119815.1, s__Eisenbergiella intestinipullorum, 95.0, 75.52, 0.08; GCA_019119595.1, s__Eisenbergiella merdavium, 95.0, 75.5, 0.06; GCA_900539715.1, s__Eisenbergiella sp900539715, 95.0, 75.49, 0.1; GCA_019120525.1, s__Eisenbergiella stercorigallinarum, 95.0, 75.29, 0.06; GCA_017500935.1, s__Eisenbergiella sp017500935, 95.0, 75.06, 0.06	18.01	11	0.935822749530646	N/A
STP672.12605_R.bin.57.fa	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.6%)
STP672.12605_R.bin.58.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	23.47	11	0.8537308094849657	Genome has more than 52.5% of markers with multiple hits
STP672.12605_R.bin.59.fa	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.2%)
STP672.12605_R.bin.6.fa	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.3%)
STP672.12605_R.bin.60.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__	ANI	classification based on placement in class-level tree	GCA_017549185.1, s__Roseburia sp017549185, 95.0, 78.22, 0.05; GCF_900537995.1, s__Roseburia intestinalis, 95.0, 77.71, 0.14; GCF_000225345.1, s__Roseburia hominis, 95.0, 77.57, 0.16; GCA_017937095.1, s__Roseburia sp017937095, 95.0, 77.57, 0.15; GCA_910577925.1, s__Roseburia sp910577925, 95.0, 77.54, 0.15; GCF_000174195.1, s__Roseburia inulinivorans, 95.0, 77.47, 0.1; GCF_003470905.1, s__Roseburia sp003470905, 95.0, 77.45, 0.12; GCA_900756925.1, s__Roseburia sp900756925, 95.0, 77.41, 0.13; GCA_014804775.1, s__Roseburia sp014804775, 95.0, 77.39, 0.12; GCA_003483745.1, s__Roseburia sp003483745, 95.0, 77.39, 0.15; GCF_001940165.1, s__Roseburia sp001940165, 95.0, 77.31, 0.08; GCA_910584215.1, s__Roseburia sp910584215, 95.0, 77.3, 0.1; GCA_017626625.1, s__Roseburia sp017626625, 95.0, 77.21, 0.15; GCA_900753715.1, s__Roseburia sp900753715, 95.0, 77.2, 0.12; GCA_900548205.1, s__Roseburia sp900548205, 95.0, 77.05, 0.16; GCA_900542495.1, s__Roseburia sp900542495, 95.0, 77.02, 0.11; GCA_017547315.1, s__Roseburia sp017547315, 95.0, 76.98, 0.08; GCA_910587865.1, s__Roseburia sp910587865, 95.0, 76.93, 0.12; GCA_900550935.1, s__Roseburia sp900550935, 95.0, 76.86, 0.15; GCA_905206195.1, s__Roseburia sp905206195, 95.0, 76.61, 0.17; GCA_017621905.1, s__Roseburia sp017621905, 95.0, 76.23, 0.08	85.33	11	0.9312503837779347	N/A
STP672.12605_R.bin.61.fa	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.5%)
