k141_396391	1236	class	Gammaproteobacteria	3	3	2	0.670	unknown;Proteobacteria;uc_Gammaproteobacteria	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria
k141_63037	2	superkingdom	Bacteria	3	3	2	0.950	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_368183	2720830	species	Candidatus Cryptoclostridium obscurum	2	1	1	1.000	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_302837	186801	class	Clostridia	3	3	2	0.670	unknown;Firmicutes;uc_Clostridia	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia
k141_108790	2720830	species	Candidatus Cryptoclostridium obscurum	2	2	1	0.500	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_369040	2720830	species	Candidatus Cryptoclostridium obscurum	2	2	1	0.500	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_490021	1239	phylum	Firmicutes	1	1	1	1.000	unknown;Firmicutes;uc_Firmicutes	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes
k141_490045	2720830	species	Candidatus Cryptoclostridium obscurum	3	3	2	0.670	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_303594	2720830	species	Candidatus Cryptoclostridium obscurum	4	4	2	0.500	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_369594	1239	phylum	Firmicutes	4	4	3	0.680	unknown;Firmicutes;uc_Firmicutes	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes
k141_361491	186801	class	Clostridia	3	3	2	0.500	unknown;Firmicutes;uc_Clostridia	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia
k141_418268	2720830	species	Candidatus Cryptoclostridium obscurum	3	2	2	1.000	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_34363	909932	class	Negativicutes	2	2	1	0.500	unknown;Firmicutes;uc_Negativicutes	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Negativicutes
k141_167585	1239	phylum	Firmicutes	3	3	2	0.670	unknown;Firmicutes;uc_Firmicutes	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes
k141_482619	2	superkingdom	Bacteria	2	1	1	1.000	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_418740	186802	order	Eubacteriales	5	3	2	0.670	unknown;Firmicutes;uc_Eubacteriales	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;o_Eubacteriales
k141_230477	1	no rank	root	3	3	3	1.000	unknown;unknown;unknown	-_root
k141_35017	2720830	species	Candidatus Cryptoclostridium obscurum	4	4	2	0.500	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_295640	1	no rank	root	2	2	2	1.000	unknown;unknown;unknown	-_root
k141_168540	1	no rank	root	5	5	5	1.000	unknown;unknown;unknown	-_root
k141_339865	1783272	clade	Terrabacteria group	5	4	2	0.650	unknown;unknown;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group
k141_16715	2720830	species	Candidatus Cryptoclostridium obscurum	2	2	2	1.000	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_17309	2720830	species	Candidatus Cryptoclostridium obscurum	2	2	1	0.500	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_17409	2720830	species	Candidatus Cryptoclostridium obscurum	3	3	3	1.000	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_147345	2720830	species	Candidatus Cryptoclostridium obscurum	2	2	1	0.500	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_401102	186801	class	Clostridia	7	6	3	0.500	unknown;Firmicutes;uc_Clostridia	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia
k141_147612	1	no rank	root	4	4	4	1.000	unknown;unknown;unknown	-_root
k141_211684	2720830	species	Candidatus Cryptoclostridium obscurum	2	2	1	0.500	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_341596	1852886	species	Firmicutes bacterium ADurb.Bin248	2	2	1	0.500	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;-_unclassified Firmicutes sensu stricto;s_Firmicutes bacterium ADurb.Bin248
k141_84733	2720830	species	Candidatus Cryptoclostridium obscurum	2	1	1	1.000	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_450292	2720830	species	Candidatus Cryptoclostridium obscurum	3	3	2	0.920	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_261283	186802	order	Eubacteriales	1	1	1	1.000	unknown;Firmicutes;uc_Eubacteriales	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;o_Eubacteriales
k141_387356	186801	class	Clostridia	1	1	1	1.000	unknown;Firmicutes;uc_Clostridia	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia
k141_4903	1	no rank	root	4	3	3	1.000	unknown;unknown;unknown	-_root
k141_134025	2720830	species	Candidatus Cryptoclostridium obscurum	4	4	3	0.750	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_387744	2720830	species	Candidatus Cryptoclostridium obscurum	2	2	1	0.500	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_451700	1	no rank	root	5	3	3	1.000	unknown;unknown;unknown	-_root
k141_5544	1	no rank	root	1	1	1	1.000	unknown;unknown;unknown	-_root
k141_325512	186802	order	Eubacteriales	2	1	1	1.000	unknown;Firmicutes;uc_Eubacteriales	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;o_Eubacteriales
k141_198330	2	superkingdom	Bacteria	2	2	1	0.500	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_113209	2	superkingdom	Bacteria	4	4	3	0.950	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_494024	1	no rank	root	3	3	3	1.000	unknown;unknown;unknown	-_root
k141_180402	1	no rank	root	2	2	2	1.000	unknown;unknown;unknown	-_root
k141_431719	1	no rank	root	3	3	3	1.000	unknown;unknown;unknown	-_root
k141_113850	2720830	species	Candidatus Cryptoclostridium obscurum	6	5	4	0.800	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_45690	2720830	species	Candidatus Cryptoclostridium obscurum	2	2	1	0.500	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_494873	2720830	species	Candidatus Cryptoclostridium obscurum	1	1	1	1.000	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_45783	1	no rank	root	3	2	2	1.000	unknown;unknown;unknown	-_root
k141_495396	2720830	species	Candidatus Cryptoclostridium obscurum	1	1	1	1.000	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_309867	1805478	species	Olsenella timonensis	2	2	1	0.500	unknown;Actinobacteria;Atopobiaceae	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinobacteria;c_Coriobacteriia;o_Coriobacteriales;f_Atopobiaceae;g_Olsenella;s_Olsenella timonensis
k141_230609	1470354	species	Candidatus Soleaferrea massiliensis	2	2	1	0.920	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;o_Eubacteriales;-_Eubacteriales incertae sedis;g_Candidatus Soleaferrea;s_Candidatus Soleaferrea massiliensis
k141_230632	2	superkingdom	Bacteria	1	1	1	1.000	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_483313	2720830	species	Candidatus Cryptoclostridium obscurum	2	2	1	0.500	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_102249	2720830	species	Candidatus Cryptoclostridium obscurum	3	3	2	0.670	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_168994	1239	phylum	Firmicutes	5	5	4	0.750	unknown;Firmicutes;uc_Firmicutes	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes
k141_483658	1	no rank	root	2	2	2	1.000	unknown;unknown;unknown	-_root
k141_483771	1	no rank	root	5	5	5	1.000	unknown;unknown;unknown	-_root
k141_296619	2720830	species	Candidatus Cryptoclostridium obscurum	3	3	3	1.000	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_36201	2720830	species	Candidatus Cryptoclostridium obscurum	4	4	2	0.500	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_296949	1	no rank	root	15	15	15	1.000	unknown;unknown;unknown	-_root
k141_109477	2720830	species	Candidatus Cryptoclostridium obscurum	2	2	2	1.000	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_304059	2720830	species	Candidatus Cryptoclostridium obscurum	2	2	1	0.500	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_109561	2720830	species	Candidatus Cryptoclostridium obscurum	2	2	2	1.000	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_304205	1239	phylum	Firmicutes	3	3	2	0.670	unknown;Firmicutes;uc_Firmicutes	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes
k141_109892	2547395	species	Paenibacillus piri	1	1	1	1.000	unknown;Firmicutes;Paenibacillaceae	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Bacilli;o_Bacillales;f_Paenibacillaceae;g_Paenibacillus;s_Paenibacillus piri
k141_177420	186801	class	Clostridia	1	1	1	1.000	unknown;Firmicutes;uc_Clostridia	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia
k141_428055	1	no rank	root	4	4	4	1.000	unknown;unknown;unknown	-_root
k141_238810	2720830	species	Candidatus Cryptoclostridium obscurum	2	2	2	1.000	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_428395	2720830	species	Candidatus Cryptoclostridium obscurum	3	3	2	0.520	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_370195	1	no rank	root	3	3	3	1.000	unknown;unknown;unknown	-_root
k141_254149	186802	order	Eubacteriales	5	4	1	0.920	unknown;Firmicutes;uc_Eubacteriales	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;o_Eubacteriales
k141_56188	1	no rank	root	3	3	3	1.000	unknown;unknown;unknown	-_root
k141_443718	2720830	species	Candidatus Cryptoclostridium obscurum	3	3	2	0.960	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_56582	186801	class	Clostridia	5	4	2	0.500	unknown;Firmicutes;uc_Clostridia	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia
k141_503972	2720830	species	Candidatus Cryptoclostridium obscurum	7	7	4	0.600	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_125806	2720830	species	Candidatus Cryptoclostridium obscurum	2	2	2	1.000	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_444486	186801	class	Clostridia	4	3	2	0.670	unknown;Firmicutes;uc_Clostridia	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia
k141_506048	2	superkingdom	Bacteria	3	1	1	1.000	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_506640	1	no rank	root	2	1	1	1.000	unknown;unknown;unknown	-_root
k141_507165	1	no rank	root	5	4	4	1.000	unknown;unknown;unknown	-_root
k141_364144	2	superkingdom	Bacteria	5	5	3	0.600	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_298171	2	superkingdom	Bacteria	5	5	3	0.500	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_422034	2720830	species	Candidatus Cryptoclostridium obscurum	6	4	2	0.500	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_422056	186801	class	Clostridia	5	5	4	0.800	unknown;Firmicutes;uc_Clostridia	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia
k141_422086	2720830	species	Candidatus Cryptoclostridium obscurum	3	3	2	0.670	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_298306	1239	phylum	Firmicutes	5	4	3	0.670	unknown;Firmicutes;uc_Firmicutes	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes
k141_233031	186807	family	Peptococcaceae	2	2	1	0.500	unknown;Firmicutes;Peptococcaceae	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;o_Eubacteriales;f_Peptococcaceae
k141_37947	1	no rank	root	6	5	5	1.000	unknown;unknown;unknown	-_root
k141_364458	2	superkingdom	Bacteria	1	1	1	1.000	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_422485	1239	phylum	Firmicutes	3	3	2	0.520	unknown;Firmicutes;uc_Firmicutes	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes
k141_235390	186801	class	Clostridia	3	3	2	0.670	unknown;Firmicutes;uc_Clostridia	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia
k141_366974	2720830	species	Candidatus Cryptoclostridium obscurum	4	4	2	0.650	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_40040	2	superkingdom	Bacteria	3	2	1	0.500	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_174997	1	no rank	root	2	1	1	1.000	unknown;unknown;unknown	-_root
k141_301960	1	no rank	root	2	2	2	1.000	unknown;unknown;unknown	-_root
k141_108137	1	no rank	root	3	3	3	1.000	unknown;unknown;unknown	-_root
k141_121127	2	superkingdom	Bacteria	4	4	4	1.000	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_440235	2720830	species	Candidatus Cryptoclostridium obscurum	4	4	3	0.970	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_500891	1121476	strain	Dethiosulfatibacter aminovorans DSM 17477	2	2	1	0.500	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Tissierellia;-_Tissierellia incertae sedis;g_Dethiosulfatibacter;s_Dethiosulfatibacter aminovorans;-_Dethiosulfatibacter aminovorans DSM 17477
k141_501188	186801	class	Clostridia	2	2	1	0.920	unknown;Firmicutes;uc_Clostridia	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia
k141_305132	1	no rank	root	7	6	6	1.000	unknown;unknown;unknown	-_root
k141_239411	1	no rank	root	3	3	3	1.000	unknown;unknown;unknown	-_root
k141_178552	1783272	clade	Terrabacteria group	3	3	2	0.670	unknown;unknown;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group
k141_111681	131567	no rank	cellular organisms	3	1	1	1.000	unknown;unknown;unknown	-_cellular organisms
k141_306182	2	superkingdom	Bacteria	5	3	3	1.000	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_43647	186801	class	Clostridia	4	4	2	0.500	unknown;Firmicutes;uc_Clostridia	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia
k141_179214	186801	class	Clostridia	4	4	3	0.670	unknown;Firmicutes;uc_Clostridia	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia
k141_492695	2720830	species	Candidatus Cryptoclostridium obscurum	3	2	1	0.500	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_179530	2720830	species	Candidatus Cryptoclostridium obscurum	2	2	1	0.500	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_112374	2720830	species	Candidatus Cryptoclostridium obscurum	1	1	1	1.000	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_292529	2720830	species	Candidatus Cryptoclostridium obscurum	3	3	2	0.520	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_98742	1852915	species	Synergistetes bacterium ADurb.Bin520	3	1	1	1.000	unknown;Synergistetes;unknown	-_cellular organisms;d_Bacteria;p_Synergistetes;-_unclassified Synergistetes;s_Synergistetes bacterium ADurb.Bin520
k141_227606	2720830	species	Candidatus Cryptoclostridium obscurum	6	6	4	0.670	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_228061	2720830	species	Candidatus Cryptoclostridium obscurum	5	5	4	0.800	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_417041	131567	no rank	cellular organisms	3	3	3	1.000	unknown;unknown;unknown	-_cellular organisms
k141_228531	2720830	species	Candidatus Cryptoclostridium obscurum	3	3	2	1.000	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_166379	2	superkingdom	Bacteria	2	2	1	0.500	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_100684	1	no rank	root	4	4	4	1.000	unknown;unknown;unknown	-_root
k141_229315	2720830	species	Candidatus Cryptoclostridium obscurum	3	2	1	0.500	unknown;Firmicutes;unknown	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Firmicutes;c_Clostridia;-_Clostridia incertae sedis;g_Candidatus Cryptoclostridium;s_Candidatus Cryptoclostridium obscurum
k141_418181	1	no rank	root	2	2	2	1.000	unknown;unknown;unknown	-_root
